test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D,key
sat-practice-test-6-digital,Reading and Writing,2,23,Multiple Choice,A,"Using natural debris, such as dried _______ such as plastic bags; and more traditional art supplies, such as tree glue, Ghanaian artist Ed Franklin Gavua creates his striking Yiiiiikakaii African masks, which he hopes can help viewers rethink how waste is used in their communities.",Which choice completes the text so that it conforms to the conventions of Standard English?,"leaves, man-made trash:","leaves; man-made trash,","leaves, man-made trash,",leaves; man-made trash; odule,sat-practice-test-6-digital__Reading_and_Writing__2__23
sat-practice-test-6-digital,Reading and Writing,2,24,Free Response,C,,,,,,,sat-practice-test-6-digital__Reading_and_Writing__2__24
sat-practice-test-6-digital,Reading and Writing,2,25,Multiple Choice,D,"For thousands of years, humans have used domesticated goats (Capra hircus) to clear land of unwanted vegetation. When it comes to their diets, goats are notoriously _______ they will devour all kinds of shrubs and weeds, leaving virtually no part of any plant unconsumed.",Which choice completes the text so that it conforms to the conventions of Standard English?,indiscriminate and,"indiscriminate,",indiscriminate,indiscriminate: 25 CONTINUE,sat-practice-test-6-digital__Reading_and_Writing__2__25
sat-practice-test-6-digital,Reading and Writing,2,26,Free Response,A,,,,,,,sat-practice-test-6-digital__Reading_and_Writing__2__26
sat-practice-test-6-digital,Reading and Writing,2,27,Multiple Choice,54,"After appropriate permissions are granted, a typical archaeological dig begins with a surveyor making a detailed grid of the excavation site. Then, the site is carefully dug, and any artifacts found are recorded and mapped onto the site grid. _______ the artifacts are removed, cataloged, and analyzed in a laboratory.",Which choice completes the text with the most logical transition?,"For instance,","On the contrary,","Earlier,","Finally,",sat-practice-test-6-digital__Reading_and_Writing__2__27
sat-practice-test-6-digital,Reading and Writing,2,28,Multiple Choice,,"The liquid metals in Earth’s core circulate constantly, and this circulation generates electrical currents that flow between Earth’s North and South magnetic poles. These electrical currents, _______ create a barrier around Earth that protects us from radiation and charged particles coming from space.",Which choice completes the text with the most logical transition?,"in turn,","likewise,","nevertheless,","in reality,",sat-practice-test-6-digital__Reading_and_Writing__2__28
sat-practice-test-6-digital,Reading and Writing,2,29,Multiple Choice,,"Biographer Michael Gorra notes that the novelist Henry James “lived in a world of second thoughts,” frequently tinkering with his novels and stories after their initial publication. However, the differences between the 1881 first edition and the 1908 edition of his novel A Portrait of a Lady are extreme, even by James’s standards; _______ some critics regard the two editions as two different novels altogether.",Which choice completes the text with the most logical transition?,"by contrast,","in fact,","nevertheless,","in other words, Mo",sat-practice-test-6-digital__Reading_and_Writing__2__29
sat-practice-test-6-digital,Reading and Writing,2,30,Multiple Choice,,"While researching a topic, a student has taken the following notes: • In World War I, US soldiers who were members of the Choctaw Nation in Oklahoma participated in the Choctaw Code Talkers program. • The Choctaw Code Talkers were trained to relay coded military information in their native language. • In World War II, the US Army recruited Navajo (Diné) soldiers to transmit coded messages in their native language. • These soldiers were known as the Navajo Code Talkers. The student wants to emphasize a similarity between the Choctaw Code Talkers and the Navajo Code",Talkers. Which choice most effectively uses relevant information from the notes to accomplish this goal?,US soldiers who were members of the Choctaw Nation in Oklahoma used their native language to relay coded information.,"In World War II, one group of Navajo (Diné) soldiers was known as the Navajo Code Talkers.",Both the Choctaw Code Talkers and the Navajo Code Talkers transmitted coded military messages in the soldiers’ native languages.,"The Choctaw Code Talkers, not the Navajo Code Talkers, served in World War I. odule",sat-practice-test-6-digital__Reading_and_Writing__2__30
sat-practice-test-6-digital,Reading and Writing,2,33,Multiple Choice,,"While researching a topic, a student has taken the following notes: • The US government classifies sensitive information according to the degree to which disclosure could affect the nation’s security. • Information that could cause “damage” to national security is classified as Confidential. • Information that could cause “serious damage” to national security is classified as Secret. • Most routine diplomatic correspondence, if disclosed, could cause damage but not serious damage to national security. • Diplomatic correspondence includes communication with both allies and adversaries.","The student wants to indicate which category most routine diplomatic correspondence belongs in, based on how sensitive information is classified. Which choice most effectively uses relevant information from the notes to accomplish this goal?","According to the US government, which classifies such sensitive information as routine diplomatic correspondence, Confidential information could damage national security if disclosed.",Most routine diplomatic correspondence is classified according to the degree to which disclosure could affect the nation’s security.,"Having the potential to damage national security if disclosed, most routine diplomatic correspondence is classified as Confidential.","If disclosed, communication with both allies and adversaries could affect the nation’s security.",sat-practice-test-6-digital__Reading_and_Writing__2__33
sat-practice-test-6-digital,Math,1,1,Multiple Choice,,"At the time that an article was first featured on the home page of a news website, there were 40 comments on the article. An exponential model estimates that at the end of each hour after the article was first featured on the home page, the number of comments on the article had increased by 190% of the number of comments on the article at the end of","the previous hour. Which of the following equations best represents this model, where C is the estimated number of comments on the article t hours after the article was first featured on the home page and t ≤ 4 ?",C = 40(1.19)t,C = 40(1.9)t,C = 40(19)t,"C = 40(2.9)t If you finish before time is called, you may Do not turn to any othe",sat-practice-test-6-digital__Math__1__1
sat-practice-test-6-digital,Math,1,3,Free Response,),,60. n. angles of a triangle is 180.,,,,,sat-practice-test-6-digital__Math__1__3
sat-practice-test-6-digital,Math,1,4,Multiple Choice,,,"- - - - - - - - - ~ During a portion of a flight, a small airplane’s cruising speed varied between 150 miles per hour and 170 miles per hour. Which inequality best represents this situation, where s is the cruising speed, in miles per hour, during this portion of the flight?",s ≤ 20,s ≤ 150,s ≤ 170,150 ≤ s ≤ 170,sat-practice-test-6-digital__Math__1__4
sat-practice-test-6-digital,Math,1,5,Free Response,,"Note: Figure not drawn to scale. The figure shows the lengths, in inches, of two sides","of a right triangle. What is the area of the triangle, in square inches? Mo",,,,,sat-practice-test-6-digital__Math__1__5
sat-practice-test-6-digital,Math,1,6,Multiple Choice,,"v- 2' / \ - X - -6 -4 -2 0 2- \ I f- I',._ I~ '4 I '6 I Circle A (shown) is defined by the equation (x+2)2 +y 2 = 9. Circle B (not shown) is the result of shifting circle A down 6 units and increasing the radius so that the radius of circle B is 2 times the",radius of circle A. Which equation defines circle B ?,(x+2)2 +(y +6)2 = (4)(9),2(x+2)2 +2(y +6)2 = 9,(x+2)2 +(y−6)2 = (4)(9),2(x+2)2 +2(y−6)2 = 9 odule,sat-practice-test-6-digital__Math__1__6
sat-practice-test-6-digital,Math,1,7,Free Response,),,"- - - - - - ~ f x = 14+4x The function f represents the total cost, in dollars, of attending an arcade when x games are played. How many games can be played for a total cost of $58?",,,,,sat-practice-test-6-digital__Math__1__7
sat-practice-test-6-digital,Math,1,8,Multiple Choice,,"M 30 ~ "" ~ ~ ~ 20 "" I \ 1= OJ) I ' ""a> 10 ::r:: \ X () 12345678910 Time (seconds) An object was launched upward from a platform. The graph shown models the height above ground, y, in meters, of the object x seconds after it was",launched. For which of the following intervals of time was the height of the object increasing for the entire interval?,From x = 0 to x = 2,From x = 0 to x = 4,From x = 2 to x = 3,From x = 3to x = 4,sat-practice-test-6-digital__Math__1__8
sat-practice-test-6-digital,Math,1,10,Multiple Choice,,"A manager is responsible for ordering supplies for a shaved ice shop. The shop’s inventory starts with 4,500 paper cups, and the manager estimates that 70 of these paper cups are used each day. Based on this","estimate, in how many days will the supply of paper cups reach 1,700?",20,40,60,80 35 CONTINUE,sat-practice-test-6-digital__Math__1__10
sat-practice-test-6-digital,Math,1,11,Free Response,,,"9 .--- -r--,....,__",,,,,sat-practice-test-6-digital__Math__1__11
sat-practice-test-6-digital,Math,1,12,Multiple Choice,,,Which expression is equivalent to x 2+11 2 + x−5 x+5 ?,x 4+23x 2−14,x 4+23x 2+96,x 4+12x 2+121,x 4+x 2+146,sat-practice-test-6-digital__Math__1__12
sat-practice-test-6-digital,Math,1,13,Free Response,,,The function h is defined by h(x) = . What is 5x+6 the value of h(2)?,,,,,sat-practice-test-6-digital__Math__1__13
sat-practice-test-6-digital,Math,1,14,Free Response,,,,,,,,sat-practice-test-6-digital__Math__1__14
sat-practice-test-6-digital,Math,1,15,Free Response,,,y,,,,,sat-practice-test-6-digital__Math__1__15
sat-practice-test-6-digital,Math,1,18,Multiple Choice,,w 2+12w−40 = 0,Which of the following is a solution to the given equation?,6−2 19,2 19,19,−6 +2 19 37 CONTINUE,sat-practice-test-6-digital__Math__1__18
sat-practice-test-6-digital,Math,1,21,Free Response,1677,,y,,,,,sat-practice-test-6-digital__Math__1__21
sat-practice-test-6-digital,Math,1,22,Multiple Choice,,"- - - - - - - - - ~ In 2008, Zinah earned 14% more than in 2007, and in 2009 Zinah earned 4% more than in 2008. If Zinah","earned y times as much in 2009 as in 2007, what is the value of y ?",0.5600,1.0056,1.1800,1.1856 Mo,sat-practice-test-6-digital__Math__1__22
sat-practice-test-6-digital,Math,1,23,Free Response,,,y,,,,,sat-practice-test-6-digital__Math__1__23
sat-practice-test-6-digital,Math,1,26,Multiple Choice,,"x g(x) −27 33 −9 00 2211 55 The table shows three values of x and their f x corresponding values of g x , where g x = x+3 and f is a linear function. What is the y-intercept of",the graph of y = f x in the xy-plane?,"0,36","0,12","0,4","0,−9",sat-practice-test-6-digital__Math__1__26
sat-practice-test-6-digital,Math,1,27,Free Response,,"In right triangle ABC, angle C is the right angle and BC = 162. Point D on side AB is connected by a line segment with point E on side AC such that line segment DE is parallel to side BC and CE = 2AE.",What is the length of line segment DE ?,,,,,sat-practice-test-6-digital__Math__1__27
sat-practice-test-6-digital,Math,2,1,Free Response,,,"V = i,.r3 V=½nr2h V =3£wh",,,,,sat-practice-test-6-digital__Math__2__1
sat-practice-test-6-digital,Math,2,2,Free Response,,- ~ - - - - - - - - ............................................................................................................................................................................................................................................................................................................... 7 The amount of Hanna’s bill for a food order was $50. Hanna gave a tip of 20% of the amount of the bill.,"What is the amount, in dollars, of the tip Hanna gave?",,,,,sat-practice-test-6-digital__Math__2__2
sat-practice-test-6-digital,Math,2,3,Free Response,,"- - - - - - - - - ~ On a street with 7 houses, 2 houses are blue. If a","house from this street is selected at random, what is the probability of selecting a house that is blue?",,,,,sat-practice-test-6-digital__Math__2__3
sat-practice-test-6-digital,Math,2,4,Free Response,,,@ £,,,,,sat-practice-test-6-digital__Math__2__4
sat-practice-test-6-digital,Math,2,5,Multiple Choice,,"y I I () ) 2 4 X I ->---2 I I ->---4 ) -~f I -~-s The graph of the function f is shown, where",y = f x . What is the y-intercept of the graph?,"(0,−1)","(0,−4)","(0,1)","(0,4)",sat-practice-test-6-digital__Math__2__5
sat-practice-test-6-digital,Math,2,6,Multiple Choice,),"., ~ 4 ,,,. 2 I.; ~ I ~ X 10 -8 -6 -4 ... ,I .A2'"" 2- 4--6-~8-10 ... .,. I ... 4 I I '6 I lg I '16",Which of the following describes function f ?,Increasing linear,Decreasing linear,Increasing exponential,Decreasing exponential Mo,sat-practice-test-6-digital__Math__2__6
sat-practice-test-6-digital,Math,2,7,Free Response,,,"- - - - - - - - - ~ The graph of function f is shown, where y = f(x). y",,,,,sat-practice-test-6-digital__Math__2__7
sat-practice-test-6-digital,Math,2,8,Free Response,,"In the given system of equations, r is a constant. If","the system has no solution, what is the value of r ? r module in the test.",,,,,sat-practice-test-6-digital__Math__2__8
sat-practice-test-6-digital,Math,2,9,Multiple Choice,,The ratio of the length of line segment XY to the length of line segment ZV is 6 to 1. If the length of,"line segment XY is 102 inches, what is the length, in inches, of line segment ZV ?",17,96,102,612 45 CONTINUE,sat-practice-test-6-digital__Math__2__9
sat-practice-test-6-digital,Math,2,10,Free Response,,,,,,,,sat-practice-test-6-digital__Math__2__10
sat-practice-test-6-digital,Math,2,11,Multiple Choice,,"- - - - - - - ~ The function f defined by f t = 14t+9 gives the estimated length, in inches, of a vine plant t months",after Tavon purchased it. Which of the following is the best interpretation of 9 in this context?,Tavon will keep the vine plant for 9 months.,The vine plant is expected to grow 9 inches each month.,The vine plant is expected to grow to a maximum length of 9 inches.,The estimated length of the vine plant was 9 inches when Tavon purchased it.,sat-practice-test-6-digital__Math__2__11
sat-practice-test-6-digital,Math,2,12,Multiple Choice,,- - - - - - - ~ (x+2)(x−5)(x+9) = 0,What is a positive solution to the given equation?,3,4,5,18,sat-practice-test-6-digital__Math__2__12
sat-practice-test-6-digital,Math,2,13,Free Response,,,- - - - - - - ~,,,,,sat-practice-test-6-digital__Math__2__13
sat-practice-test-6-digital,Math,2,14,Free Response,,- - - - - - - ~ A rectangle has an area of 155 square inches. The length of the rectangle is 4 inches less than 7 times,"the width of the rectangle. What is the width of the rectangle, in inches? Mo",,,,,sat-practice-test-6-digital__Math__2__14
sat-practice-test-6-digital,Math,2,15,Multiple Choice,,"4, 10, 18, 4, 4, 5, 6, 5",What is the median of the data set shown?,4,5,7,14,sat-practice-test-6-digital__Math__2__15
sat-practice-test-6-digital,Math,2,16,Multiple Choice,,- ~ - - - - - A right circular cylinder has a volume of 432 cubic centimeters. The area of the base of the cylinder is,"24 square centimeters. What is the height, in centimeters, of the cylinder?",18,24,216,"10,368 odule",sat-practice-test-6-digital__Math__2__16
sat-practice-test-6-digital,Math,2,18,Free Response,,,Line k is defined by y = 7x+ . Line j is,,,,,sat-practice-test-6-digital__Math__2__18
sat-practice-test-6-digital,Math,2,20,Multiple Choice,,"/ ,T u X 4 8 12 16 20 The scatterplot shows the relationship between two variables, x and y, for data set E. A line of best fit is shown. Data set F is created by multiplying the y-coordinate of each data point from data set E by",3.9. Which of the following could be an equation of a line of best fit for data set F?,y = 46.8 +5.9x,y = 46.8 +1.5x,y = 12 +5.9x,"y = 12 +1.5x If you finish before time is called, you may Do not turn to any other",sat-practice-test-6-digital__Math__2__20
sat-practice-test-6-digital,Math,2,21,Free Response,,x−2 −4 y +7 = 117 x−2 +4 y+7 = 442 The solution to the given system of equations is,"(x,y). What is the value of 6(x−2)? IZ wo",,,,,sat-practice-test-6-digital__Math__2__21
sat-practice-test-6-digital,Math,2,22,Multiple Choice,,"In triangle ABC, angle B is a right angle. The length of side AB is 10 t_3_7 and the length of side BC is",24 t_3_7. What is the length of side AC ?,14 t_3_7,26 t_3_7,34 t_3_7 t~-,34 ·37,sat-practice-test-6-digital__Math__2__22
sat-practice-test-6-digital,Math,2,23,Multiple Choice,,"x f(x) = (1.84)4 The function f is defined by the given equation. The p x equation can be rewritten as f(x) = 1 + , where p is a constant. Which of the following is closest to the value of p ? a and b are constants. In the xy-plane, the graph of y = f(x) passes through the point (−24,0), and",f(24) < 0. Which of the following must be true?,f(0) = 24,f(0) = −24,a > b,a < b,sat-practice-test-6-digital__Math__2__23
sat-practice-test-6-digital,Math,2,25,Multiple Choice,,"In the xy-plane, a circle has center C with coordinates (h,k). Points A and B lie on the circle. Point A has coordinates h +1,k+ J1_02 , and",ACB is a right angle. What is the length of AB ?,J2_06,2J1_02,103 2j,103 3j 49 CONTINUE,sat-practice-test-6-digital__Math__2__25
sat-practice-test-6-digital,Math,2,26,Free Response,,,"y .,,, ,/ ,,/ /"" ,;I /' ,, ,,✓",,,,,sat-practice-test-6-digital__Math__2__26
sat-practice-test-6-digital,Math,2,27,Free Response,,,- - - - - - - - - ~ 48x−64y = 48y +24,,,,,sat-practice-test-6-digital__Math__2__27
sat-practice-test-7-digital,Reading and Writing,1,1,Multiple Choice,A,"On the basis of extensive calculations and models, astronomers in the 1990s predicted that the collision of two neutron stars or a neutron star and a black hole could release a massive burst of gamma rays in an event called a kilonova. This _______ was confirmed with observations in 2017.",Which choice completes the text with the most logical and precise word or phrase?,theory,evidence,constant,experiment,sat-practice-test-7-digital__Reading_and_Writing__1__1
sat-practice-test-7-digital,Reading and Writing,1,2,Multiple Choice,D,"- - - - - - - - - ~ The following text is from John Muir’s 1913 autobiography The Story of My Boyhood and Youth. Muir describes being on a boat. The water was so clear that it was almost invisible, and when we floated slowly out over the plants and fishes, we seemed to be miraculously sustained in the air while exploring a veritable fairyland.","As used in the text, what does the word “clear” most nearly mean?",Simple,Understandable,Obvious,Transparent Mo,sat-practice-test-7-digital__Reading_and_Writing__1__2
sat-practice-test-7-digital,Reading and Writing,1,3,Multiple Choice,B,"At the turn of the twentieth century, Black residents of Richmond, Virginia, had few formal options for banking and other financial services. To _______ this situation, Maggie Lena Walker chartered the St. Luke Penny Savings Bank in 1903. The bank went on to provide home loans and savings opportunities to thousands of Black families over the following decades.",Which choice completes the text with the most logical and precise word or phrase?,prolong,rectify,retain,highlight,sat-practice-test-7-digital__Reading_and_Writing__1__3
sat-practice-test-7-digital,Reading and Writing,1,4,Multiple Choice,B,"The results of randomized clinical trials testing the efficacy of common medical interventions sometimes fail to _______ conclusions that practitioners reach based on their real-world observations of patients. While there are several possible reasons for this, one is that practitioners may overlook confounding variables that account for the results they attribute to the interventions in question.",Which choice completes the text with the most logical and precise word or phrase?,circumvent,corroborate,disseminate,implement,sat-practice-test-7-digital__Reading_and_Writing__1__4
sat-practice-test-7-digital,Reading and Writing,1,5,Multiple Choice,A,"Diadromous fish migrate between freshwater and marine biomes during their life cycle. The migration’s obligate nature is why diadromous fish can be _______ those that are merely euryhaline (able to tolerate high salinity): the euryhaline blackchin tilapia can survive high salinity, but its life cycle does not involve relocation to a different biome, as does that of the diadromous wild salmon.",Which choice completes the text with the most logical and precise word or phrase?,demarcated from,reconstituted as,conflated with,derived from,sat-practice-test-7-digital__Reading_and_Writing__1__5
sat-practice-test-7-digital,Reading and Writing,1,6,Multiple Choice,A,"The following text is from Joan Didion’s memoir The Year of Magical Thinking. In the text, the author discusses her home life. [I]n California we heated our houses by building fires. We built fires even on summer evenings, because the fog came in. Fires said we were home, we had drawn the circle, we were safe through the night.",Which choice best describes the function of the underlined portion in the text as a whole?,It illustrates that a fire provides comfort beyond physical warmth.,It summarizes the information that came before it in the text.,It explains that the house remains cold even in summer.,It suggests that the author feels comfortable in her home with or without a fire. odule,sat-practice-test-7-digital__Reading_and_Writing__1__6
sat-practice-test-7-digital,Reading and Writing,1,7,Multiple Choice,A,"The majority of plastics today wind up in landfills or are, at best, recycled into materials that have a very limited range of applications. To address this problem, chemist Guoliang Liu and colleagues designed a reactor that melts polyethylene and polypropylene—two widely used plastics—into a wax. The wax can then be transformed into a surfactant (a chemical compound usable as a detergent). With this promising new method, plastic waste could be turned into a range of useful cleaning products.",Which choice best states the function of the underlined portion of the text?,It clarifies the meaning of a scientific term.,It describes an environmental concern.,It explains the significance of a scientific discovery.,It identifies a result that confused the team.,sat-practice-test-7-digital__Reading_and_Writing__1__7
sat-practice-test-7-digital,Reading and Writing,1,8,Multiple Choice,C,"The following text is from H.D.’s 1916 poem “Mid-Day.” In the poem, the speaker is on a path in an outdoor setting. A slight wind shakes the seed-pods— my thoughts are spent as the black seeds. My thoughts tear me, I dread their fever. I am scattered in its whirl. I am scattered like the hot shrivelled seeds.",Which choice best describes the function of the underlined portion in the text as a whole?,It illustrates a change in the natural environment that the speaker implies is responsible for the growing misgivings described in the text.,It establishes an example of consistency in the natural landscape that the speaker then contrasts with the unpredictability of human emotions.,It presents an observation of an occurrence in the natural world that the speaker then expands on to convey a sense of a turbulent interior state.,It evokes the ordinariness of an event in nature to suggest that the critical self-evaluation the speaker engages in is a common pursuit. Mo,sat-practice-test-7-digital__Reading_and_Writing__1__8
sat-practice-test-7-digital,Reading and Writing,1,9,Multiple Choice,A,"In 2023 literary scholar Jeremy Douglass cautioned technology investors and enthusiasts who predict conventional books’ ultimate displacement by newer forms of media. Douglass observed that the concept of an “interactive” text is much older than technologists assume, extending back to the first time readers scratched notes into a text’s margins. In addition, newer media, such as video games, haven’t replaced older forms of entertainment, such as comic books, but rather exist alongside them. Douglass believes that rather than supplanting books, technology is simply making new forms of expression possible.",Which choice best describes the function of the underlined portion in the text as a whole?,It challenges the stance of the investors and enthusiasts who are mentioned earlier in the text.,It explains the basis for the claim made by the technologists mentioned in the text.,It suggests that academics are better suited than investors to see the potential uses of contemporary interactive texts.,It provides a historical anecdote about the technological challenges involved in reading the earliest interactive texts.,sat-practice-test-7-digital__Reading_and_Writing__1__9
sat-practice-test-7-digital,Reading and Writing,1,10,Multiple Choice,A,"In 2018, scientists discovered an immense aggregation of Muusoctopus robustus(pearl octopuses) along a hydrothermal vent 3,200 meters beneath the ocean’s surface. Water temperatures at this site—named the Octopus Garden—climb as high as 11°C, much warmer than the ambient 1.6°Ctypical at this depth. Based on observations made over three years, scientists concluded that temperatures at the site likely confer reproductive benefits and that the site is used exclusively for reproduction—6,000 M. robustusadults, hatchlings, and eggs were observed at the garden, but no juveniles were present.",Which statement about M. robustusand the Octopus Garden is best supported by the text?,M. robustusleave the Octopus Garden upon reaching an intermediary stage of development.,TheM. robustuspopulation at the Octopus Garden remains stable despite variations in water temperature.,M. robustusnests in the Octopus Garden contain on average fewer but larger eggs than nests at similar ocean depths.,The Octopus Garden provides an ideal feeding ground for M. robustushatchlings. odule,sat-practice-test-7-digital__Reading_and_Writing__1__10
sat-practice-test-7-digital,Reading and Writing,1,11,Multiple Choice,D,"The following text is from Thomas Mann’s 1924 novel The Magic Mountain, translated by John E. Woods in 1995. The story of Hans Castorp that we intend to tell here—not for his sake (for the reader will come to know him as a perfectly ordinary, if engaging young man), but for the sake of the story itself, which seems to us to be very much worth telling (although in Hans Castorp’s favor it should be noted that it is hisstory, and that not every story happens to everybody)—is a story that took place long ago, and is, so to speak, covered with the patina of history and must necessarily be told with verbs whose tense is that of the deepest past.",What does the text most strongly suggest about the story of Hans Castorp?,"Though it is true that stories of even the most uninteresting people are themselves interesting because all people are unique, the reason this story is interesting is nonetheless difficult to understand because of the passage of time.","Even though it is a story of a person of no particular importance, its age and the manner in which it therefore must be told are both indicators that the story itself is important.","Like all stories about the lives of inconsequential people, this story must necessarily be related in a particular way if the reason the story is consequential is to be made evident to the audience.","It is a remarkable story that happened to an unremarkable person, though one could plausibly argue that because the story is valuable, some of its value accrues to the person at its center. - - - - - - - - - ~",sat-practice-test-7-digital__Reading_and_Writing__1__11
sat-practice-test-7-digital,Reading and Writing,1,12,Multiple Choice,D,,"Percentage of Participants Who Mentioned Factors Researcher Judith Hilton and her team interviewed 55 people about which factors would make them switch from using single-use plastic containers to reusable containers. The graph shows three of the factors mentioned in the interviews and the percentage of participants who mentioned them. According to the graph, about what percentage of participants mentioned costs in the interviews?",10%,95%,25%,50% Mo,sat-practice-test-7-digital__Reading_and_Writing__1__12
sat-practice-test-7-digital,Reading and Writing,1,13,Multiple Choice,A,,"A student in a political science course is writing a paper on Aristotle’s The Politics, in which Aristotle offers his opinion on political instability and gives advice on how constitutions can be preserved. Aristotle observes that different forms of government can fall in different ways—for example, oligarchies might grant power to military leaders during wartime who refuse to relinquish that power during peacetime—but some methods of preserving order apply across all forms of government. The student claims that in particular Aristotle asserts that in a healthy state obedience to law must be as close to absolute as possible and that even minor infractions should not be ignored. Which quotation from a philosopher’s analysis of The Politicswould best support the student’s claim?","“When constructing his argument regarding the characteristics of a well-functioning government, Aristotle asserts that ‘Transgression creeps in unperceived and at last ruins the state,’ illustrating this idea with a comparison to frequent small expenditures slowly and almost imperceptibly chipping away at a fortune until it is ultimately depleted.”","“When Aristotle writes on the necessity of avoiding corruption in government, he proposes that ‘every state should be so administered and so regulated by law that its magistrates cannot possibly make money.’ In particular, he thinks oligarchies are particularly susceptible to corruption through bribery.”","“When Aristotle considers the health of constitutions, he states that ‘Constitutions are preserved when their destroyers are at a distance, and sometimes also because they are near, for the fear of them makes the government keep in hand the constitution.’ He holds that rulers who wish to see constitutions preserved must continually remind the populace of the dangers that would result from a constitutional collapse.”","“When contrasting different forms of government, Aristotle holds that ‘oligarchies may last, not from any inherent stability in such forms of government, but because the rulers are on good terms both with the unenfranchised and with the governing classes.’ That is, oligarchic leaders who wish to hold on to power will introduce members of disenfranchised classes into government in a participatory role.” odule",sat-practice-test-7-digital__Reading_and_Writing__1__13
sat-practice-test-7-digital,Reading and Writing,1,14,Multiple Choice,B,"Almost all works of fiction contain references to the progression of time, including the time of day when events in a story take place. In a 2020 study, Allen Kim, Charuta Pethe, and Steven Skiena claim that an observable pattern in such references reflects a shift in human behavior prompted by the spread of electric lighting in the late nineteenth century. The researchers drew this conclusion from an analysis of more than 50,000 novels spanning many centuries and cultures, using software to recognize and tally both specific time references—that is, clock phrases, such as 7 a.m. or 2:30 p.m.—and implied ones, such as mentions of meals typically associated with a particular time of day.","Which finding from the study, if true, would most directly support the researchers’ conclusion?",Novels published after the year 1800 include the clock phrase 10 a.m. less often than novels published before the year 1800 do.,Novels published after 1880 contain significantly more references to activities occurring after 10 p.m. than do novels from earlier periods.,"Among novels published in the nineteenth century, implied time references become steadily more common than clock phrases as publication dates approach 1900.",The time references of noon (12 p.m.) and midnight (12 a.m.) are used with roughly the same frequency in the novels.,sat-practice-test-7-digital__Reading_and_Writing__1__14
sat-practice-test-7-digital,Reading and Writing,1,15,Multiple Choice,A,"Percentage of ULE Attributed to Population Growth and GDP per Capita Growth in Two World Regions In a study of urban physical expansion, Richa Mahtta et al. conducted a meta-analysis of more than 300 cities worldwide to determine whether urban land expansion (ULE) was more strongly influenced by urban population growth or by growth in gross domestic product (GDP) per capita, a measure of economic activity. Because efficient national government is necessary to provide urban services and infrastructure that attract economic investment, Mahtta et al. propose that absent other factors, the importance of GDP per capita growth to ULE would likely increase relative to the importance of population growth as governments become more efficient. If true, this suggests the possibility that _______ period rowth wth",Which choice most effectively uses data from the graph to complete the statement?,"national governments of countries in Region 1 experienced declines in efficiency in the period from 2000 to 2014, relative to the period from 1970 to 2000.","countries in Region 1 experienced a slower rate of economic growth in the period from 2000 to 2014 than countries in Region 2 did, despite increasing national government efficiency in Region 1.","national governments of most countries in Region 2 became more efficient in the period from 2000 to 2014 than they had been in the period from 1970 to 2000, but those of several countries in this region did not.","national governments of countries in Region 1 and in Region 2 generally became more efficient in the period from 2000 to 2014 than they had been in the period from 1970 to 2000, but at different rates. 9 CONTINUE",sat-practice-test-7-digital__Reading_and_Writing__1__15
sat-practice-test-7-digital,Reading and Writing,1,16,Free Response,B,,"A student is researching the Chinese government’s 1992 shift to a market economy that emphasizes trade liberalization. One means of trade liberalization involves expanding from ordinary imports into an emphasis on processing imports, which have two types: processing with assembly (in which a firm obtains raw materials from a foreign trading partner without payment and sells the final goods to that partner, charging for assembly) and processing with inputs (in which a firm expends capital to buy raw materials from a trading partner, processes them into final goods, and sells those goods to whichever trading partner it chooses). The student asserts that while initial efforts at trade liberalization were shaped by Chinese firms’ limited capital, this situation resolved during the 2000s. China's Imports by Type, 2000-2006",,,,,sat-practice-test-7-digital__Reading_and_Writing__1__16
sat-practice-test-7-digital,Reading and Writing,1,17,Multiple Choice,C,"Narwhals are shy whales that live in the remote Arctic Ocean. Some of them have a long tusk, like a unicorn horn, with sensitive nerves. Narwhals are known for this tusk, but many actually don’t have one and its purpose is unknown. One group of scientists came up with a possible purpose in 2014. The scientists suggested that the tusk may help narwhals determine when water around them is likely to start freezing and become dangerous for them. Marine biologist Kristin Laidre disagrees with that idea, though. She reasons that if the narwhal’s tusk serves such an important purpose, then it’s most likely that _______",Which choice most logically completes the text?,some narwhals would seek a new habitat.,fewer marine animals would also have tusks.,more narwhals would have a tusk.,narwhals would become less shy over time.,sat-practice-test-7-digital__Reading_and_Writing__1__17
